[TIMING] Step 0: total=89631.83 ms, inference=0.34 ms
[TIMING] Step 3890: total=0.32 ms, inference=0.06 ms
[TIMING] Step 3891: total=0.61 ms, inference=0.06 ms
[TIMING] Step 3892: total=0.84 ms, inference=0.07 ms
[TIMING] Step 3893: total=0.81 ms, inference=0.06 ms
[TIMING] Step 3894: total=0.78 ms, inference=0.06 ms
[TIMING] Step 3895: total=0.84 ms, inference=0.06 ms
[TIMING] Step 3896: total=0.84 ms, inference=0.06 ms
[TIMING] Step 3897: total=0.84 ms, inference=0.06 ms
[TIMING] Step 3898: total=0.83 ms, inference=0.06 ms
[TIMING] Step 3899: total=0.83 ms, inference=0.06 ms
[TIMING] Step 3900: total=0.84 ms, inference=0.06 ms
[TIMING] Step 3901: total=0.85 ms, inference=0.06 ms
[TIMING] Step 3902: total=0.91 ms, inference=0.08 ms
[TIMING] Step 3903: total=0.84 ms, inference=0.12 ms
[TIMING] Step 3904: total=0.63 ms, inference=0.11 ms
[TIMING] Step 3905: total=0.78 ms, inference=0.14 ms
[TIMING] Step 3906: total=1.50 ms, inference=0.15 ms
[TIMING] Step 3907: total=0.58 ms, inference=0.13 ms
[TIMING] Step 3908: total=0.51 ms, inference=0.11 ms
[TIMING] Step 3909: total=0.63 ms, inference=0.15 ms
[TIMING] Step 3910: total=0.54 ms, inference=0.13 ms
[TIMING] Step 3911: total=0.55 ms, inference=0.12 ms
[TIMING] Step 3912: total=0.61 ms, inference=0.14 ms
[TIMING] Step 3913: total=0.56 ms, inference=0.13 ms
[TIMING] Step 3914: total=0.53 ms, inference=0.12 ms
[TIMING] Step 3915: total=0.48 ms, inference=0.10 ms
[TIMING] Step 3916: total=0.61 ms, inference=0.16 ms
[TIMING] Step 3917: total=0.65 ms, inference=0.10 ms
[TIMING] Step 3918: total=0.81 ms, inference=0.14 ms
[TIMING] Step 3919: total=0.57 ms, inference=0.13 ms
[TIMING] Step 3920: total=0.65 ms, inference=0.11 ms
[TIMING] Step 3921: total=0.85 ms, inference=0.14 ms
[TIMING] Step 3922: total=0.57 ms, inference=0.14 ms
[TIMING] Step 3923: total=1.51 ms, inference=0.14 ms
[TIMING] Step 3924: total=0.60 ms, inference=0.13 ms
[TIMING] Step 3925: total=0.46 ms, inference=0.10 ms
[TIMING] Step 3926: total=0.53 ms, inference=0.11 ms
[TIMING] Step 3927: total=0.61 ms, inference=0.14 ms
[TIMING] Step 3928: total=0.50 ms, inference=0.11 ms
[TIMING] Step 3929: total=0.66 ms, inference=0.18 ms
[TIMING] Step 3930: total=0.60 ms, inference=0.14 ms
[TIMING] Step 3931: total=0.52 ms, inference=0.11 ms
[TIMING] Step 3932: total=0.63 ms, inference=0.13 ms
[TIMING] Step 3933: total=1.09 ms, inference=0.15 ms
[TIMING] Step 3934: total=0.66 ms, inference=0.16 ms
[TIMING] Step 3935: total=0.61 ms, inference=0.14 ms
[TIMING] Step 3936: total=0.54 ms, inference=0.12 ms
[TIMING] Step 3937: total=0.56 ms, inference=0.12 ms
[TIMING] Step 3938: total=0.45 ms, inference=0.09 ms
[TIMING] Step 3939: total=0.68 ms, inference=0.11 ms
[TIMING] Step 3940: total=1.75 ms, inference=0.16 ms
[TIMING] Step 3941: total=0.57 ms, inference=0.13 ms
[TIMING] Step 3942: total=0.54 ms, inference=0.12 ms
[TIMING] Step 3943: total=0.44 ms, inference=0.10 ms
[TIMING] Step 3944: total=0.40 ms, inference=0.08 ms
[TIMING] Step 3945: total=0.52 ms, inference=0.11 ms
[TIMING] Step 3946: total=0.63 ms, inference=0.09 ms
[TIMING] Step 3947: total=0.88 ms, inference=0.11 ms
[TIMING] Step 3948: total=0.71 ms, inference=0.14 ms
[TIMING] Step 3949: total=0.75 ms, inference=0.14 ms
[TIMING] Step 3950: total=0.63 ms, inference=0.15 ms
[TIMING] Step 3951: total=0.57 ms, inference=0.12 ms
[TIMING] Step 3952: total=0.64 ms, inference=0.15 ms
[TIMING] Step 3953: total=0.60 ms, inference=0.13 ms
[TIMING] Step 3954: total=0.56 ms, inference=0.12 ms
[TIMING] Step 3955: total=0.75 ms, inference=0.14 ms
[TIMING] Step 3956: total=0.55 ms, inference=0.12 ms
[TIMING] Step 3957: total=1.43 ms, inference=0.15 ms
[TIMING] Step 3958: total=0.57 ms, inference=0.13 ms
[TIMING] Step 3959: total=0.54 ms, inference=0.12 ms
[TIMING] Step 3960: total=0.54 ms, inference=0.11 ms
[TIMING] Step 3961: total=0.64 ms, inference=0.14 ms
[TIMING] Step 3962: total=0.59 ms, inference=0.13 ms
[TIMING] Step 3963: total=0.62 ms, inference=0.14 ms
[TIMING] Step 3964: total=0.55 ms, inference=0.13 ms
[TIMING] Step 3965: total=0.65 ms, inference=0.21 ms
[TIMING] Step 3966: total=0.54 ms, inference=0.12 ms
[TIMING] Step 3967: total=0.57 ms, inference=0.12 ms
[TIMING] Step 3968: total=0.60 ms, inference=0.14 ms
[TIMING] Step 3969: total=0.59 ms, inference=0.12 ms
[TIMING] Step 3970: total=0.67 ms, inference=0.15 ms
[TIMING] Step 3971: total=0.55 ms, inference=0.13 ms
[TIMING] Step 3972: total=0.64 ms, inference=0.13 ms
[TIMING] Step 3973: total=0.72 ms, inference=0.12 ms
[TIMING] Step 3974: total=1.69 ms, inference=0.16 ms
[TIMING] Step 3975: total=0.55 ms, inference=0.12 ms
[TIMING] Step 3976: total=0.65 ms, inference=0.13 ms
[TIMING] Step 3977: total=0.57 ms, inference=0.13 ms
[TIMING] Step 3978: total=0.55 ms, inference=0.12 ms
[TIMING] Step 3979: total=0.47 ms, inference=0.10 ms
[TIMING] Step 3980: total=0.47 ms, inference=0.10 ms
[TIMING] Step 3981: total=0.60 ms, inference=0.10 ms
[TIMING] Step 3982: total=0.65 ms, inference=0.15 ms
[TIMING] Step 3983: total=0.49 ms, inference=0.11 ms
[TIMING] Step 3984: total=0.71 ms, inference=0.11 ms
[TIMING] Step 3985: total=0.74 ms, inference=0.14 ms
[TIMING] Step 3986: total=0.61 ms, inference=0.14 ms
[TIMING] Step 3987: total=0.64 ms, inference=0.14 ms
[TIMING] Step 3988: total=0.62 ms, inference=0.13 ms
[TIMING] Step 3989: total=0.67 ms, inference=0.11 ms
[TIMING] Step 3990: total=0.73 ms, inference=0.17 ms
[TIMING] Step 3991: total=1.38 ms, inference=0.13 ms
[TIMING] Step 3992: total=0.45 ms, inference=0.10 ms
[TIMING] Step 3993: total=0.43 ms, inference=0.08 ms
[TIMING] Step 3994: total=0.55 ms, inference=0.10 ms
[TIMING] Step 3995: total=0.95 ms, inference=0.14 ms
[TIMING] Step 3996: total=0.53 ms, inference=0.12 ms
[TIMING] Step 3997: total=0.69 ms, inference=0.10 ms
[TIMING] Step 3998: total=0.67 ms, inference=0.10 ms
[TIMING] Step 3999: total=0.74 ms, inference=0.09 ms
[TIMING] Step 4000: total=0.92 ms, inference=0.13 ms
[TIMING] Step 4001: total=0.62 ms, inference=0.13 ms
[TIMING] Step 4002: total=0.57 ms, inference=0.13 ms
[TIMING] Step 4003: total=0.63 ms, inference=0.10 ms
[TIMING] Step 4004: total=0.72 ms, inference=0.11 ms
[TIMING] Step 4005: total=0.79 ms, inference=0.13 ms
[TIMING] Step 4006: total=0.50 ms, inference=0.10 ms
[TIMING] Step 4007: total=0.82 ms, inference=0.09 ms
[TIMING] Step 4008: total=1.47 ms, inference=0.13 ms
[TIMING] Step 4009: total=0.48 ms, inference=0.10 ms
[TIMING] Step 4010: total=0.48 ms, inference=0.11 ms
[TIMING] Step 4011: total=0.60 ms, inference=0.13 ms
[TIMING] Step 4012: total=0.55 ms, inference=0.13 ms
[TIMING] Step 4013: total=0.67 ms, inference=0.10 ms
[TIMING] Step 4014: total=0.68 ms, inference=0.10 ms
[TIMING] Step 4015: total=0.83 ms, inference=0.12 ms
[TIMING] Step 4016: total=0.64 ms, inference=0.13 ms
[TIMING] Step 4017: total=0.67 ms, inference=0.13 ms
[TIMING] Step 4018: total=0.55 ms, inference=0.12 ms
[TIMING] Step 4019: total=0.71 ms, inference=0.11 ms
[TIMING] Step 4020: total=0.72 ms, inference=0.12 ms
[TIMING] Step 4021: total=0.57 ms, inference=0.08 ms
[TIMING] Step 4022: total=0.88 ms, inference=0.12 ms
[TIMING] Step 4023: total=0.61 ms, inference=0.09 ms
[TIMING] Step 4024: total=0.79 ms, inference=0.10 ms
[TIMING] Step 4025: total=1.76 ms, inference=0.15 ms
[TIMING] Step 4026: total=0.49 ms, inference=0.11 ms
[TIMING] Step 4027: total=0.51 ms, inference=0.11 ms
[TIMING] Step 4028: total=0.51 ms, inference=0.11 ms
[TIMING] Step 4029: total=0.69 ms, inference=0.13 ms
[TIMING] Step 4030: total=0.58 ms, inference=0.13 ms
[TIMING] Step 4031: total=0.46 ms, inference=0.10 ms
[TIMING] Step 4032: total=0.51 ms, inference=0.11 ms
[TIMING] Step 4033: total=0.62 ms, inference=0.09 ms
[TIMING] Step 4034: total=0.80 ms, inference=0.12 ms
[TIMING] Step 4035: total=0.60 ms, inference=0.09 ms
[TIMING] Step 4036: total=0.90 ms, inference=0.14 ms
[TIMING] Step 4037: total=0.86 ms, inference=0.13 ms
[TIMING] Step 4038: total=0.55 ms, inference=0.14 ms
[TIMING] Step 4039: total=0.52 ms, inference=0.11 ms
[TIMING] Step 4040: total=0.70 ms, inference=0.13 ms
[TIMING] Step 4041: total=0.76 ms, inference=0.15 ms
[TIMING] Step 4042: total=1.30 ms, inference=0.13 ms
[TIMING] Step 4043: total=0.55 ms, inference=0.12 ms
[TIMING] Step 4044: total=0.52 ms, inference=0.11 ms
[TIMING] Step 4045: total=0.58 ms, inference=0.13 ms
[TIMING] Step 4046: total=0.61 ms, inference=0.13 ms
[TIMING] Step 4047: total=0.64 ms, inference=0.15 ms
[TIMING] Step 4048: total=0.61 ms, inference=0.14 ms
[TIMING] Step 4049: total=0.65 ms, inference=0.14 ms
[TIMING] Step 4050: total=0.49 ms, inference=0.11 ms
[TIMING] Step 4051: total=0.45 ms, inference=0.10 ms
[TIMING] Step 4052: total=0.72 ms, inference=0.12 ms
[TIMING] Step 4053: total=0.78 ms, inference=0.13 ms
[TIMING] Step 4054: total=0.56 ms, inference=0.13 ms
[TIMING] Step 4055: total=0.68 ms, inference=0.13 ms
[TIMING] Step 4056: total=0.58 ms, inference=0.11 ms
[TIMING] Step 4057: total=0.75 ms, inference=0.10 ms
[TIMING] Step 4058: total=0.66 ms, inference=0.11 ms
[TIMING] Step 4059: total=1.37 ms, inference=0.12 ms
[TIMING] Step 4060: total=0.50 ms, inference=0.12 ms
[TIMING] Step 4061: total=0.42 ms, inference=0.07 ms
[TIMING] Step 4062: total=0.56 ms, inference=0.08 ms
[TIMING] Step 4063: total=0.82 ms, inference=0.07 ms
[TIMING] Step 4064: total=0.83 ms, inference=0.07 ms
[TIMING] Step 4065: total=1.02 ms, inference=0.12 ms
[TIMING] Step 4066: total=0.58 ms, inference=0.10 ms
[TIMING] Step 4067: total=0.71 ms, inference=0.09 ms
[TIMING] Step 4068: total=0.84 ms, inference=0.10 ms
[TIMING] Step 4069: total=0.82 ms, inference=0.10 ms
[TIMING] Step 4070: total=0.69 ms, inference=0.11 ms
[TIMING] Step 4071: total=0.80 ms, inference=0.15 ms
[TIMING] Step 4072: total=0.54 ms, inference=0.13 ms
[TIMING] Step 4073: total=0.63 ms, inference=0.10 ms
[TIMING] Step 4074: total=0.74 ms, inference=0.12 ms
[TIMING] Step 4075: total=0.67 ms, inference=0.11 ms
[TIMING] Step 4076: total=0.77 ms, inference=0.14 ms
[TIMING] Step 4077: total=0.83 ms, inference=0.13 ms
[TIMING] Step 4078: total=0.55 ms, inference=0.13 ms
[TIMING] Step 4079: total=0.47 ms, inference=0.11 ms
[TIMING] Step 4080: total=0.88 ms, inference=0.13 ms
[TIMING] Step 4081: total=0.52 ms, inference=0.09 ms
[TIMING] Step 4082: total=0.84 ms, inference=0.11 ms
[TIMING] Step 4083: total=0.66 ms, inference=0.10 ms
[TIMING] Step 4084: total=0.71 ms, inference=0.09 ms
[TIMING] Step 4085: total=0.93 ms, inference=0.12 ms
[TIMING] Step 4086: total=0.62 ms, inference=0.14 ms
[TIMING] Step 4087: total=0.57 ms, inference=0.11 ms
[TIMING] Step 4088: total=0.85 ms, inference=0.14 ms
[TIMING] Step 4089: total=0.70 ms, inference=0.15 ms
[TIMING] Step 4090: total=0.55 ms, inference=0.12 ms
[TIMING] Step 4091: total=0.58 ms, inference=0.13 ms
[TIMING] Step 4092: total=0.57 ms, inference=0.13 ms
[TIMING] Step 4093: total=0.52 ms, inference=0.10 ms
[TIMING] Step 4094: total=0.73 ms, inference=0.13 ms
[TIMING] Step 4095: total=0.63 ms, inference=0.10 ms
[TIMING] Step 4096: total=0.72 ms, inference=0.11 ms
[TIMING] Step 4097: total=0.91 ms, inference=0.13 ms
[TIMING] Step 4098: total=0.61 ms, inference=0.14 ms
[TIMING] Step 4099: total=0.47 ms, inference=0.10 ms
[TIMING] Step 4100: total=0.76 ms, inference=0.10 ms
[TIMING] Step 4101: total=0.90 ms, inference=0.14 ms
[TIMING] Step 4102: total=0.62 ms, inference=0.14 ms
[TIMING] Step 4103: total=0.48 ms, inference=0.10 ms
[TIMING] Step 4104: total=0.79 ms, inference=0.13 ms
[TIMING] Step 4105: total=0.58 ms, inference=0.11 ms
[TIMING] Step 4106: total=0.65 ms, inference=0.12 ms
[TIMING] Step 4107: total=0.74 ms, inference=0.12 ms
[TIMING] Step 4108: total=0.73 ms, inference=0.15 ms
[TIMING] Step 4109: total=0.54 ms, inference=0.11 ms
[TIMING] Step 4110: total=0.75 ms, inference=0.15 ms
[TIMING] Step 4111: total=0.59 ms, inference=0.14 ms
[TIMING] Step 4112: total=0.59 ms, inference=0.12 ms
[TIMING] Step 4113: total=0.82 ms, inference=0.13 ms
[TIMING] Step 4114: total=0.60 ms, inference=0.14 ms
[TIMING] Step 4115: total=0.48 ms, inference=0.10 ms
[TIMING] Step 4116: total=0.71 ms, inference=0.11 ms
[TIMING] Step 4117: total=0.77 ms, inference=0.12 ms
[TIMING] Step 4118: total=0.65 ms, inference=0.12 ms
[TIMING] Step 4119: total=0.83 ms, inference=0.15 ms
[TIMING] Step 4120: total=0.59 ms, inference=0.14 ms
[TIMING] Step 4121: total=0.65 ms, inference=0.13 ms
[TIMING] Step 4122: total=0.59 ms, inference=0.13 ms
[TIMING] Step 4123: total=0.55 ms, inference=0.13 ms
[TIMING] Step 4124: total=0.68 ms, inference=0.12 ms
[TIMING] Step 4125: total=0.82 ms, inference=0.14 ms
[TIMING] Step 4126: total=0.50 ms, inference=0.12 ms
[TIMING] Step 4127: total=0.58 ms, inference=0.07 ms
[TIMING] Step 4128: total=0.80 ms, inference=0.06 ms
[TIMING] Step 4129: total=0.85 ms, inference=0.06 ms
[TIMING] Step 4130: total=0.87 ms, inference=0.06 ms
[TIMING] Step 4131: total=0.82 ms, inference=0.06 ms
[TIMING] Step 4132: total=0.83 ms, inference=0.06 ms
[TIMING] Step 4133: total=0.85 ms, inference=0.06 ms
[TIMING] Step 4134: total=0.85 ms, inference=0.06 ms
[TIMING] Step 4135: total=0.84 ms, inference=0.06 ms
[TIMING] Step 4136: total=1.02 ms, inference=0.09 ms
[TIMING] Step 4137: total=0.65 ms, inference=0.08 ms
[TIMING] Step 4138: total=0.74 ms, inference=0.07 ms
[TIMING] Step 4139: total=0.74 ms, inference=0.07 ms
[TIMING] Step 4140: total=0.80 ms, inference=0.06 ms
[TIMING] Step 4141: total=0.88 ms, inference=0.06 ms
[TIMING] Step 4142: total=0.86 ms, inference=0.06 ms
[TIMING] Step 4143: total=0.79 ms, inference=0.06 ms
[TIMING] Step 4144: total=0.83 ms, inference=0.06 ms
[TIMING] Step 4145: total=0.85 ms, inference=0.06 ms
[TIMING] Step 4146: total=0.86 ms, inference=0.06 ms
[TIMING] Step 4147: total=0.83 ms, inference=0.06 ms
[TIMING] Step 4148: total=0.88 ms, inference=0.06 ms
[TIMING] Step 4149: total=0.84 ms, inference=0.06 ms
[TIMING] Step 4150: total=0.86 ms, inference=0.06 ms
[TIMING] Step 4151: total=0.83 ms, inference=0.06 ms
[TIMING] Step 4152: total=0.85 ms, inference=0.06 ms
[TIMING] Step 4153: total=0.85 ms, inference=0.06 ms
[TIMING] Step 4154: total=0.90 ms, inference=0.07 ms
[TIMING] Step 4155: total=0.79 ms, inference=0.06 ms
[TIMING] Step 4156: total=0.82 ms, inference=0.06 ms
[TIMING] Step 4157: total=0.86 ms, inference=0.06 ms
[TIMING] Step 4158: total=0.92 ms, inference=0.06 ms
[TIMING] Step 4159: total=0.81 ms, inference=0.06 ms
[TIMING] Step 4160: total=0.95 ms, inference=0.06 ms
[TIMING] Step 4161: total=0.80 ms, inference=0.06 ms
[TIMING] Step 4162: total=0.78 ms, inference=0.06 ms
[TIMING] Step 4163: total=0.82 ms, inference=0.07 ms
[TIMING] Step 4164: total=0.86 ms, inference=0.06 ms
[TIMING] Step 4165: total=0.79 ms, inference=0.06 ms
[TIMING] Step 4166: total=0.81 ms, inference=0.06 ms
[TIMING] Step 4167: total=0.80 ms, inference=0.06 ms
[TIMING] Step 4168: total=0.86 ms, inference=0.06 ms
[TIMING] Step 4169: total=0.83 ms, inference=0.06 ms
[TIMING] Step 4170: total=0.81 ms, inference=0.06 ms
[TIMING] Step 4171: total=0.82 ms, inference=0.06 ms
[TIMING] Step 4172: total=0.85 ms, inference=0.06 ms
[TIMING] Step 4173: total=0.84 ms, inference=0.06 ms
[TIMING] Step 4174: total=0.87 ms, inference=0.07 ms
[TIMING] Step 4175: total=0.76 ms, inference=0.07 ms
[TIMING] Step 4176: total=0.82 ms, inference=0.06 ms
[TIMING] Step 4177: total=0.84 ms, inference=0.06 ms
[TIMING] Step 4178: total=0.84 ms, inference=0.06 ms
[TIMING] Step 4179: total=0.82 ms, inference=0.06 ms
[TIMING] Step 4180: total=0.84 ms, inference=0.06 ms
[TIMING] Step 4181: total=0.84 ms, inference=0.06 ms
[TIMING] Step 4182: total=0.88 ms, inference=0.07 ms
[TIMING] Step 4183: total=0.74 ms, inference=0.06 ms
[TIMING] Step 4184: total=0.83 ms, inference=0.06 ms
[TIMING] Step 4185: total=0.80 ms, inference=0.06 ms
[TIMING] Step 4186: total=0.85 ms, inference=0.06 ms
[TIMING] Step 4187: total=0.83 ms, inference=0.06 ms
[TIMING] Step 4188: total=0.88 ms, inference=0.07 ms
[TIMING] Step 4189: total=0.80 ms, inference=0.06 ms
[TIMING] Step 4190: total=0.88 ms, inference=0.07 ms
[TIMING] Step 4191: total=0.80 ms, inference=0.06 ms
[TIMING] Step 4192: total=0.81 ms, inference=0.06 ms
[TIMING] Step 4193: total=0.85 ms, inference=0.06 ms
[TIMING] Step 4194: total=0.87 ms, inference=0.06 ms
[TIMING] Step 4195: total=0.83 ms, inference=0.06 ms
[TIMING] Step 4196: total=0.84 ms, inference=0.06 ms
[TIMING] Step 4197: total=0.85 ms, inference=0.06 ms
[TIMING] Step 4198: total=0.86 ms, inference=0.06 ms
[TIMING] Step 4199: total=0.85 ms, inference=0.06 ms
[TIMING] Step 4200: total=0.89 ms, inference=0.06 ms
[TIMING] Step 4201: total=0.81 ms, inference=0.06 ms
[TIMING] Step 4202: total=0.87 ms, inference=0.06 ms
[TIMING] Step 4203: total=0.83 ms, inference=0.06 ms
[TIMING] Step 4204: total=0.83 ms, inference=0.06 ms
[TIMING] Step 4205: total=0.87 ms, inference=0.06 ms
[TIMING] Step 4206: total=0.86 ms, inference=0.06 ms
[TIMING] Step 4207: total=0.84 ms, inference=0.06 ms
[TIMING] Step 4208: total=0.83 ms, inference=0.06 ms
[TIMING] Step 4209: total=0.86 ms, inference=0.06 ms
[TIMING] Step 4210: total=0.86 ms, inference=0.06 ms
[TIMING] Step 4211: total=0.84 ms, inference=0.06 ms
[TIMING] Step 4212: total=0.87 ms, inference=0.06 ms
[TIMING] Step 4213: total=0.84 ms, inference=0.06 ms
[TIMING] Step 4214: total=0.87 ms, inference=0.07 ms
[TIMING] Step 4215: total=0.76 ms, inference=0.06 ms
[TIMING] Step 4216: total=0.85 ms, inference=0.06 ms
[TIMING] Step 4217: total=0.83 ms, inference=0.06 ms
[TIMING] Step 4218: total=0.86 ms, inference=0.06 ms
[TIMING] Step 4219: total=0.83 ms, inference=0.06 ms
[TIMING] Step 4220: total=0.85 ms, inference=0.06 ms
[TIMING] Step 4221: total=0.85 ms, inference=0.06 ms
[TIMING] Step 4222: total=0.87 ms, inference=0.06 ms
[TIMING] Step 4223: total=0.84 ms, inference=0.06 ms
[TIMING] Step 4224: total=0.84 ms, inference=0.06 ms
[TIMING] Step 4225: total=0.85 ms, inference=0.06 ms
[TIMING] Step 4226: total=0.95 ms, inference=0.07 ms
[TIMING] Step 4227: total=0.83 ms, inference=0.10 ms
[TIMING] Step 4228: total=0.62 ms, inference=0.07 ms
[TIMING] Step 4229: total=0.79 ms, inference=0.06 ms
[TIMING] Step 4230: total=0.86 ms, inference=0.06 ms
[TIMING] Step 4231: total=0.84 ms, inference=0.06 ms
[TIMING] Step 4232: total=0.85 ms, inference=0.06 ms
[TIMING] Step 4233: total=0.89 ms, inference=0.06 ms
[TIMING] Step 4234: total=0.83 ms, inference=0.06 ms
[TIMING] Step 4235: total=0.82 ms, inference=0.06 ms
[TIMING] Step 4236: total=0.85 ms, inference=0.06 ms
[TIMING] Step 4237: total=0.88 ms, inference=0.06 ms
[TIMING] Step 4238: total=0.85 ms, inference=0.07 ms
[TIMING] Step 4239: total=0.79 ms, inference=0.06 ms
[TIMING] Step 4240: total=0.83 ms, inference=0.06 ms
[TIMING] Step 4241: total=0.85 ms, inference=0.06 ms
[TIMING] Step 4242: total=0.86 ms, inference=0.06 ms
[TIMING] Step 4243: total=0.83 ms, inference=0.06 ms
[TIMING] Step 4244: total=0.86 ms, inference=0.06 ms
[TIMING] Step 4245: total=0.84 ms, inference=0.06 ms
[TIMING] Step 4246: total=0.89 ms, inference=0.07 ms
[TIMING] Step 4247: total=0.79 ms, inference=0.06 ms
[TIMING] Step 4248: total=0.84 ms, inference=0.06 ms
[TIMING] Step 4249: total=0.85 ms, inference=0.06 ms
[TIMING] Step 4250: total=0.88 ms, inference=0.06 ms
[TIMING] Step 4251: total=0.82 ms, inference=0.06 ms
[TIMING] Step 4252: total=0.84 ms, inference=0.06 ms
[TIMING] Step 4253: total=0.86 ms, inference=0.06 ms
[TIMING] Step 4254: total=0.87 ms, inference=0.06 ms
[TIMING] Step 4255: total=0.90 ms, inference=0.06 ms
[TIMING] Step 4256: total=0.79 ms, inference=0.06 ms
[TIMING] Step 4257: total=0.85 ms, inference=0.06 ms
[TIMING] Step 4258: total=0.90 ms, inference=0.07 ms
[TIMING] Step 4259: total=0.77 ms, inference=0.06 ms
[TIMING] Step 4260: total=0.84 ms, inference=0.06 ms
[TIMING] Step 4261: total=0.84 ms, inference=0.06 ms
[TIMING] Step 4262: total=0.82 ms, inference=0.07 ms
[TIMING] Step 4263: total=0.78 ms, inference=0.06 ms
[TIMING] Step 4264: total=0.83 ms, inference=0.06 ms
[TIMING] Step 4265: total=0.85 ms, inference=0.06 ms
[TIMING] Step 4266: total=0.87 ms, inference=0.06 ms
[TIMING] Step 4267: total=0.84 ms, inference=0.06 ms
[TIMING] Step 4268: total=0.84 ms, inference=0.06 ms
[TIMING] Step 4269: total=0.85 ms, inference=0.06 ms
[TIMING] Step 4270: total=0.95 ms, inference=0.07 ms
[TIMING] Step 4271: total=0.79 ms, inference=0.06 ms
[TIMING] Step 4272: total=0.84 ms, inference=0.06 ms
[TIMING] Step 4273: total=0.94 ms, inference=0.06 ms
[TIMING] Step 4274: total=0.80 ms, inference=0.06 ms
[TIMING] Step 4275: total=0.82 ms, inference=0.06 ms
[TIMING] Step 4276: total=0.77 ms, inference=0.06 ms
[TIMING] Step 4277: total=0.86 ms, inference=0.06 ms
[TIMING] Step 4278: total=0.88 ms, inference=0.08 ms
[TIMING] Step 4279: total=0.75 ms, inference=0.07 ms
[TIMING] Step 4280: total=0.81 ms, inference=0.06 ms
[TIMING] Step 4281: total=0.87 ms, inference=0.06 ms
[TIMING] Step 4282: total=0.79 ms, inference=0.06 ms
[TIMING] Step 4283: total=0.83 ms, inference=0.06 ms
[TIMING] Step 4284: total=0.85 ms, inference=0.06 ms
[TIMING] Step 4285: total=0.83 ms, inference=0.06 ms
[TIMING] Step 4286: total=0.82 ms, inference=0.06 ms
[TIMING] Step 4287: total=0.78 ms, inference=0.07 ms
[TIMING] Step 4288: total=0.82 ms, inference=0.06 ms
[TIMING] Step 4289: total=0.92 ms, inference=0.06 ms
[TIMING] Step 4290: total=0.76 ms, inference=0.06 ms
[TIMING] Step 4291: total=0.84 ms, inference=0.06 ms
[TIMING] Step 4292: total=0.88 ms, inference=0.06 ms
[TIMING] Step 4293: total=0.83 ms, inference=0.06 ms
[TIMING] Step 4294: total=0.86 ms, inference=0.06 ms
[TIMING] Step 4295: total=0.82 ms, inference=0.06 ms
[TIMING] Step 4296: total=0.85 ms, inference=0.06 ms
[TIMING] Step 4297: total=0.85 ms, inference=0.06 ms
[TIMING] Step 4298: total=0.87 ms, inference=0.06 ms
[TIMING] Step 4299: total=0.83 ms, inference=0.06 ms
[TIMING] Step 4300: total=0.85 ms, inference=0.06 ms
[TIMING] Step 4301: total=0.88 ms, inference=0.06 ms
[TIMING] Step 4302: total=0.86 ms, inference=0.06 ms
[TIMING] Step 4303: total=0.82 ms, inference=0.06 ms
[TIMING] Step 4304: total=0.84 ms, inference=0.06 ms
[TIMING] Step 4305: total=0.86 ms, inference=0.06 ms
[TIMING] Step 4306: total=0.84 ms, inference=0.06 ms
[TIMING] Step 4307: total=0.83 ms, inference=0.06 ms
[TIMING] Step 4308: total=0.87 ms, inference=0.06 ms
[TIMING] Step 4309: total=0.84 ms, inference=0.06 ms
[TIMING] Step 4310: total=0.86 ms, inference=0.06 ms
[TIMING] Step 4311: total=0.86 ms, inference=0.06 ms
[TIMING] Step 4312: total=0.81 ms, inference=0.06 ms
[TIMING] Step 4313: total=0.84 ms, inference=0.06 ms
[TIMING] Step 4314: total=0.86 ms, inference=0.06 ms
[TIMING] Step 4315: total=0.83 ms, inference=0.06 ms
[TIMING] Step 4316: total=0.85 ms, inference=0.06 ms
[TIMING] Step 4317: total=0.86 ms, inference=0.06 ms
[TIMING] Step 4318: total=0.91 ms, inference=0.07 ms
[TIMING] Step 4319: total=0.76 ms, inference=0.06 ms
[TIMING] Step 4320: total=0.84 ms, inference=0.06 ms
[TIMING] Step 4321: total=0.85 ms, inference=0.06 ms
[TIMING] Step 4322: total=0.86 ms, inference=0.06 ms
[TIMING] Step 4323: total=0.84 ms, inference=0.06 ms
[TIMING] Step 4324: total=0.85 ms, inference=0.06 ms
[TIMING] Step 4325: total=0.88 ms, inference=0.06 ms
[TIMING] Step 4326: total=0.84 ms, inference=0.06 ms
[TIMING] Step 4327: total=0.83 ms, inference=0.06 ms
[TIMING] Step 4328: total=0.85 ms, inference=0.06 ms
[TIMING] Step 4329: total=0.85 ms, inference=0.06 ms
[TIMING] Step 4330: total=0.86 ms, inference=0.06 ms
[TIMING] Step 4331: total=0.83 ms, inference=0.06 ms
[TIMING] Step 4332: total=0.85 ms, inference=0.06 ms
[TIMING] Step 4333: total=0.85 ms, inference=0.06 ms
[TIMING] Step 4334: total=0.86 ms, inference=0.06 ms
[TIMING] Step 4335: total=0.84 ms, inference=0.06 ms
[TIMING] Step 4336: total=0.88 ms, inference=0.06 ms
[TIMING] Step 4337: total=0.80 ms, inference=0.06 ms
[TIMING] Step 4338: total=0.84 ms, inference=0.06 ms
[TIMING] Step 4339: total=0.84 ms, inference=0.06 ms
